33,182
52,235
8,58
87,264
18,58
18,24
30,81
83,362
21,44
86,155
37,58
51,112
83,100
64,175
93,244
69,229
69,203
219,219
112,102
127,135
27,23
99,199
28,142
59,268
95,223
100,183
46,163
46,293
80,126
84,170
16,58
75,273
66,82
142,53
55,114
74,187
102,74
93,138
