49,151,1
186,454,1
2,53,0
112,35,1
124,186,1
132,149,1
21,293,1
93,156,0
15,192,1
22,346,1
22,78,0
98,173,0
70,156,0
19,201,1
47,99,0
74,157,0
40,138,1
166,295,1
34,53,0
