80,1,0,107,322,287,1
273,0,0,9,18,23,0
93,1,0,54,191,101,1
69,1,0,49,120,151,1
12,1,2,37,91,196,1
145,1,2,10,45,71,1
322,0,0,30,101,50,0
289,0,3,25,69,60,1
383,0,3,14,67,73,1
425,0,0,57,106,58,0
226,0,1,51,112,66,0
153,1,2,82,159,168,1
379,0,2,39,79,23,0
396,0,0,10,74,74,1
126,1,0,43,262,164,1
108,1,0,34,184,91,1
346,0,2,57,137,74,0
68,1,0,34,68,140,1
213,1,3,27,61,149,1
31,1,0,103,205,89,0
388,0,2,20,81,34,0
1,1,0,94,193,424,1
390,0,2,7,22,23,0
211,1,3,31,110,122,1
405,0,3,16,36,35,0
359,0,2,18,16,36,0
294,0,0,22,84,34,0
262,0,3,2,5,23,1
391,0,3,15,65,73,1
73,1,0,19,126,138,1
423,0,0,52,95,63,0
362,0,2,36,77,23,0
215,0,1,83,100,140,1
90,1,0,61,209,95,0
194,1,3,8,23,39,1
237,0,2,24,82,40,0
373,0,0,46,114,58,0
415,0,2,29,89,23,0
354,0,3,15,51,57,1
36,1,2,84,126,79,0
328,0,3,9,16,23,0
18,1,0,97,187,173,1
326,0,3,10,17,36,0
116,1,0,83,190,243,1
96,1,0,92,207,261,1
104,1,0,99,175,264,1
109,1,0,75,190,243,1
319,0,3,10,49,29,0
71,1,0,49,223,194,1
431,0,0,34,18,69,1
389,0,3,10,32,31,0
428,0,0,51,104,58,0
70,1,0,87,279,287,1
140,1,2,35,87,79,1
111,1,0,32,160,68,1
5,1,1,52,235,313,1
65,1,0,104,264,286,1
300,0,0,29,61,84,1
193,1,1,120,116,118,0
123,1,0,66,119,109,1
325,0,0,32,102,58,1
209,1,3,23,92,103,1
44,1,2,27,94,37,0
212,1,3,21,67,44,0
433,0,0,19,14,57,1
285,0,3,9,44,29,1
393,0,0,38,121,58,0
419,0,0,14,51,57,1
387,0,3,18,48,21,0
34,1,1,33,182,82,0
7,1,0,92,224,269,1
246,0,3,16,45,12,0
304,0,0,23,23,69,1
77,1,0,53,95,148,1
339,0,3,19,53,80,1
148,1,2,56,73,107,1
164,1,2,64,144,124,1
52,1,0,40,81,3,0
154,1,2,61,167,149,1
202,1,3,0,1,39,1
235,0,0,22,24,48,1
397,0,3,6,33,27,1
183,1,1,112,102,118,0
327,0,2,42,106,58,0
167,1,2,52,168,91,0
321,0,2,4,4,36,1
244,0,0,25,44,16,0
187,1,1,33,215,187,1
312,0,3,4,10,23,1
9,1,0,37,63,233,1
37,1,0,16,96,76,1
128,1,0,63,109,151,1
32,1,0,34,212,88,1
251,0,2,16,15,36,0
340,0,3,18,53,80,1
296,0,3,5,18,23,1
105,1,0,89,153,168,1
85,1,0,88,295,287,1
219,0,1,86,155,108,0
287,0,3,17,37,35,0
205,1,3,9,18,39,1
19,1,0,56,228,159,1
334,0,0,47,84,28,0
103,1,0,70,240,194,1
420,0,0,34,115,58,1
364,0,0,20,45,21,0
114,1,0,69,137,148,1
16,1,0,50,113,187,1
236,0,2,37,158,47,0
317,0,3,16,42,33,0
173,1,2,23,115,135,1
146,1,2,71,178,149,1
299,0,0,34,64,23,0
184,1,1,43,201,110,1
329,0,2,54,70,41,0
201,1,3,2,26,39,1
254,0,0,32,79,23,0
94,1,0,57,160,95,0
267,0,0,5,19,23,0
290,0,2,5,29,13,0
188,1,1,103,213,201,1
259,0,2,43,102,58,0
99,1,0,62,204,103,0
13,1,0,74,166,195,1
351,0,3,5,38,27,0
